t,u,theta,phi
7,0.0190093,0.02049571,0
7.01,-0.001977018,0.02155522,0
7.02,0.01963773,0.02224944,0
7.03,-0.001399904,0.02297989,0
7.04,0.0202965,0.02383437,0
7.05,-0.0008678725,0.02443626,0
7.06,0.02058934,0.02472369,0
7.07,-0.0006238017,0.02503466,0
7.08,0.02071873,0.02514667,0
7.09,-0.0006275028,0.02510316,0
7.1,0.02067223,0.02504016,0
7.11,-0.0008529155,0.02468547,0
7.12,0.02038113,0.02431853,0
7.13,-0.001279721,0.0237295,0
7.14,0.0197672,0.02290264,0
7.15,-0.001992004,0.02199112,0
7.16,0.01898234,0.02098686,0
7.17,-0.002890278,0.01982449,0
7.18,0.01802845,0.01862213,0
7.19,-0.003815824,0.01748034,0
7.2,0.01699996,0.01614678,0
7.21,-0.004893938,0.01479445,0
7.22,0.01607449,0.01370277,0
