t,u,theta,phi
3.06,-0.3490658,-0.1555943,-0.3838816
3.07,-0.3490658,-0.16482,-0.3838816
3.08,-0.3490658,-0.1729368,-0.3838816
3.09,-0.3490658,-0.180089,-0.3838816
3.1,-0.3490658,-0.1860782,-0.3838816
3.11,-0.3490658,-0.1907203,-0.3838816
3.12,-0.3490658,-0.1942572,-0.3838816
3.13,-0.3490658,-0.1965008,-0.3838816
3.14,-0.3490658,-0.1996862,-0.3838816
3.15,-0.3490658,-0.1992076,-0.3838816
3.16,-0.3490658,-0.1974628,-0.3838816
3.17,-0.3490658,-0.1947471,-0.3838816
3.18,-0.3490658,-0.1907507,-0.3838816
3.19,-0.3490658,-0.1855463,-0.3838816
3.2,-0.3490658,-0.1792886,-0.3838816
3.21,-0.3490658,-0.1717735,-0.3838816
3.22,-0.3490658,-0.1632495,-0.3838816
3.23,-0.3490658,-0.1536724,-0.3838816
3.24,-0.3490658,-0.1433043,-0.3838816
3.25,-0.3490658,-0.1320857,-0.3838816
3.26,-0.3490658,-0.1201426,-0.3838816
3.27,-0.3490658,-0.1073789,-0.3838816
3.28,-0.3490658,-0.09388094,-0.3838816
3.29,-0.3490658,-0.0799453,-0.3838816
3.3,-0.3490658,-0.0654983,-0.3838816
3.31,-0.3490658,-0.05076152,-0.3838816
3.32,-0.3490658,-0.03578569,-0.3838816
3.33,-0.3490658,-0.0206154,-0.3838816
3.34,-0.3490658,-0.005380524,-0.3838816
3.35,-0.3490658,0.009926074,-0.3838816
3.36,-0.3490658,0.02514428,-0.3838816
3.37,-0.3490658,0.04012095,-0.3838816
3.38,-0.3490658,0.05485323,-0.3838816
3.39,-0.3490658,0.06906284,-0.3838816
3.4,-0.3490658,0.08278297,-0.3838816
3.41,-0.3490658,0.09602221,-0.3838816
3.42,-0.3490658,0.1086169,-0.3838816
3.43,-0.3490658,0.1205004,-0.3838816
3.44,-0.3490658,0.1317166,-0.3838816
3.45,-0.3490658,0.1421281,-0.379019
3.46,-0.3490658,0.1515661,-0.3838816
3.47,-0.3490658,0.1600376,-0.3838816
3.48,-0.3490658,0.1675412,-0.3838816
3.49,-0.3490658,0.1738327,-0.3838816
3.5,-0.3490658,0.1790317,-0.3838816
3.51,-0.3490658,0.1833432,-0.3838816
