t,theta,theta_sim,theta_p,theta_p_sim,phi,phi_sim,phi_p,phi_p_sim
5.37,0.0007542642,0.001432112,-0.0006835088,0.05353759,0.02263141,0.02180037,-0.06904951,0
5.38,0.0007075719,0.001351685,-0.001749352,0.04950853,0.02263141,0.02180904,-0.06823663,0
5.39,0.0007080264,0.001272216,-0.003881052,0.04674473,0.02263141,0.02181863,-0.06750263,0
5.4,0.0006071043,0.001264719,-0.005213365,0.0469666,0.02263141,0.02182938,-0.06665783,0
5.41,0.0005537025,0.00113686,-0.004413977,0.04319916,0.02263141,0.02183636,-0.06607155,0
5.42,0.0005287313,0.001066639,-0.00468044,0.04264139,0.02263141,0.02184302,-0.06578302,0
5.43,0.0004293536,0.001046608,-0.007877991,0.04368331,0.02263141,0.02184841,-0.06535602,0
5.44,0.0003510727,0.0009345733,-0.006012753,0.04154196,0.02263141,0.02185034,-0.06525294,0
5.45,0.0003044457,0.0008453601,-0.006012753,0.04101766,0.02263141,0.02185099,-0.06539248,0
5.46,0.0002342563,0.000805104,-0.007078603,0.04216019,0.01776886,0.02185131,-0.06536704,0
5.47,0.000118994,-0.0006067439,-0.008144453,-0.07436587,0.02263141,0.0174601,-0.1085739,0
5.48,7.172832e-05,0.0009502501,-0.00681214,0.0668852,0.02263141,0.02113847,-0.04607058,0
5.49,-1.609813e-05,0.0008910443,-0.007345065,0.06358744,0.02263141,0.02201691,-0.03074239,0
5.5,-6.02787e-05,0.0006300894,-0.008410916,0.05925794,0.02263141,0.02211937,-0.04917802,0
5.51,-0.00019659,0.0005561995,-0.008943841,0.05742723,0.02263141,0.02197538,-0.06335463,0
5.52,-0.0002716199,0.0003968838,-0.007611528,0.0512958,0.02263141,0.02185171,-0.06983874,0
5.53,-0.0002956214,0.0003044616,-0.007877991,0.04884363,0.02263141,0.02179492,-0.07165197,0
5.54,-0.000431254,0.0002839934,-0.007345065,0.04919748,0.02263141,0.02178184,-0.07116866,0
5.55,-0.0005509306,0.0001220913,-0.007611528,0.04504075,0.02263141,0.02178378,-0.07048747,0
5.56,-0.0005898846,-2.573541e-05,-0.00574629,0.04296686,0.02263141,0.02178991,-0.07013724,0
5.57,-0.000632426,-5.631527e-05,-0.005479828,0.04518144,0.02263141,0.02179711,-0.0696253,0
5.58,-0.0006615671,-8.13128e-05,-0.00574629,0.04687761,0.02263141,0.0218018,-0.06935411,0
5.59,-0.0005939568,-9.373462e-05,-0.00574629,0.0487081,0.02263141,0.02180224,-0.06963228,0
5.6,-0.0006186963,1.580462e-05,-0.004413977,0.05396676,0.02263141,0.0218001,-0.07007293,0
5.61,-0.0007488547,6.368267e-06,-0.005479828,0.05381515,0.01776886,0.02179179,-0.07073762,0
5.62,-0.000784037,-0.00150088,-0.005213365,-0.06732553,0.02263141,0.01738963,-0.1148556,0
5.63,-0.00090583,0.0001406698,-0.00361459,0.07631948,0.02263141,0.02106485,-0.05242194,0
5.64,-0.001001824,-1.617608e-05,-0.00361459,0.06847309,0.02263141,0.02194177,-0.03668722,0
5.65,-0.001013232,-0.0003034117,-0.002015814,0.06360377,0.02263141,0.02204861,-0.05492375,0
5.66,-0.001126697,-0.0003358823,-0.001216426,0.06325359,0.02263141,0.02191029,-0.06852373,0
5.67,-0.001126081,-0.0004638256,-0.0004170388,0.0578123,0.02263141,0.02179166,-0.07466428,0
5.68,-0.001101256,-0.0004613753,-0.0009499639,0.05794856,0.02263141,0.02173825,-0.07643653,0
5.69,-0.0011037,-0.0004210458,0.0001158826,0.05893416,0.02263141,0.0217244,-0.07607137,0
5.7,-0.001027643,-0.0004221815,-0.0001505762,0.05846218,0.02263141,0.02172587,-0.07559871,0
5.71,-0.001036564,-0.0003282645,0.001181737,0.0613088,0.02263141,0.02173115,-0.07532887,0
5.72,-0.000983409,-0.0003393643,0.002247583,0.05982587,0.02263141,0.02173168,-0.07526538,0
5.73,-0.0009149092,-0.0002817411,0.001714658,0.0611845,0.02263141,0.02173238,-0.07542549,0
5.74,-0.0009195716,-0.000197929,0.001981121,0.06273621,0.02263141,0.0217323,-0.07535051,0
5.75,-0.0009027884,-0.0002120087,0.0003823452,0.0607065,0.02263141,0.02173055,-0.07544785,0
5.76,-0.0008743226,-0.0002060448,0.0001158826,0.0600311,0.02263141,0.02172988,-0.07554594,0
5.77,-0.0009083648,-0.000179077,-0.0001505762,0.06004151,0.02263141,0.02173092,-0.07531572,0
5.78,-0.0008628158,-0.0002309087,-0.0004170388,0.05749039,0.02263141,0.02173219,-0.07510199,0
5.79,-0.0008920522,-0.0001832826,-0.0004170388,0.05894925,0.02263141,0.02173646,-0.07485177,0
5.8,-0.0008244691,-0.0002218044,0.0003823452,0.05700327,0.02263141,0.02173853,-0.07453869,0
5.81,-0.0008625049,-0.0001430287,-0.0004170388,0.05955311,0.02263141,0.02174302,-0.0743874,0
5.82,-0.0009164243,-0.0001907449,-0.0006835088,0.05707614,0.02263141,0.02174299,-0.0742531,0
5.83,-0.0009104287,-0.0002698847,-0.001482889,0.05461195,0.02263141,0.02174279,-0.07439376,0
5.84,-0.0009999574,-0.0002653416,-0.001482889,0.0554391,0.02263141,0.02174483,-0.07416128,0
5.85,-0.0009781034,-0.0003745188,0.0006488077,0.05226149,0.02263141,0.02174601,-0.0738814,0
5.86,-0.0009152364,-0.0003463488,0.0003823452,0.05464768,0.02263141,0.02175077,-0.07371075,0
5.87,-0.0009498126,-0.0002519169,0.0003823452,0.0581615,0.02263141,0.02175461,-0.07338256,0
5.88,-0.001019663,-0.0002875818,0.001981121,0.05658559,0.02263141,0.02175324,-0.07360835,0
5.89,-0.0009873139,-0.000381146,0.0009152703,0.0539185,0.02263141,0.02174856,-0.07414056,0
5.9,-0.0009471613,-0.0003396214,-0.001216426,0.056278,0.02263141,0.02174743,-0.0741735,0
5.91,-0.0009494333,-0.0002772331,-0.0001505762,0.05834984,0.02263141,0.02174836,-0.07392911,0
5.92,-0.0009316726,-0.0002761615,0.0003823452,0.05798903,0.02263141,0.0217477,-0.07408351,0
5.93,-0.00088802,-0.0002564052,-0.0006835088,0.05845333,0.02263141,0.02174563,-0.07437545,0
5.94,-0.0009041697,-0.0002014816,0.0001158826,0.05979588,0.02263141,0.02174387,-0.07447039,0
5.95,-0.0009059128,-0.0002241629,-0.001482889,0.05822515,0.02263141,0.02174128,-0.07458548,0
5.96,-0.0008846846,-0.0002346869,0.0001158826,0.0576286,0.02263141,0.02174011,-0.07470415,0
5.97,-0.000923943,-0.0002110388,-0.001482889,0.05817551,0.02263141,0.02174073,-0.07455547,0
5.98,-0.0009518308,-0.0002630609,-0.001216426,0.05610512,0.02263141,0.02174102,-0.07443639,0
5.99,-0.0009739932,-0.0003043708,-0.0006835088,0.05512283,0.02263141,0.02174235,-0.07438253,0
6,-0.0009821372,-0.0003319048,0.0006488077,0.05477957,0.01776886,0.02174435,-0.07415207,0
6.01,-0.0009833382,-0.001683395,-0.0001505762,-0.06132307,0.02263141,0.01735684,-0.1170533,0
6.02,-0.0009277969,5.3806e-06,0.0003823452,0.08230919,0.02263141,0.02104048,-0.05410931,0
6.03,-0.0009080794,6.31822e-05,0.0006488077,0.08008607,0.02263141,0.02192259,-0.03852886,0
6.04,-0.0008742864,-8.261908e-05,0.0006488077,0.0764572,0.02263141,0.02202658,-0.05697131,0
6.05,-0.000910091,-8.302326e-05,0.0003823452,0.07367111,0.02263141,0.02188203,-0.0711626,0
6.06,-0.0009157308,-0.0001443005,0.0003823452,0.0675613,0.02263141,0.02175939,-0.07751433,0
6.07,-0.0008657656,-0.000176835,-0.001482889,0.06369185,0.02263141,0.02170459,-0.0789986,0
6.08,-0.0008214396,-0.0001345455,-0.0004170388,0.06307307,0.02263141,0.02169565,-0.07812735,0
6.09,-0.0008174367,-9.501941e-05,0.0001158826,0.06244873,0.02263141,0.02170537,-0.07683089,0
6.1,-0.0009163484,-0.000108813,0.0001158826,0.06039225,0.02263141,0.0217168,-0.07597892,0
6.11,-0.0008896586,-0.0002546313,0.0006488077,0.05480466,0.02263141,0.02172334,-0.07552972,0
6.12,-0.0008299103,-0.0002364928,-0.0004170388,0.05615859,0.02263141,0.02173266,-0.07493207,0
6.13,-0.0009035866,-0.0001553654,0.001181737,0.05871685,0.02263141,0.02174208,-0.07407876,0
6.14,-0.0008790638,-0.0002482222,0.001981121,0.05507558,0.02263141,0.02174555,-0.07392411,0
6.15,-0.0008557275,-0.0002260196,0.001181737,0.05648472,0.02263141,0.0217483,-0.0740387,0
6.16,-0.000855181,-0.0001906745,0.001181737,0.05755241,0.02263141,0.02174936,-0.07380912,0
6.17,-0.0008055624,-0.0001888075,0.0009152703,0.05732708,0.02263141,0.02174984,-0.07383657,0
6.18,-0.0007505369,-0.0001275946,0.0001158826,0.05911598,0.02263141,0.02175016,-0.07392813,0
6.19,-0.0007539805,-5.698661e-05,-0.0004170388,0.06054396,0.02263141,0.02174947,-0.07396318,0
6.2,-0.0007576304,-6.665506e-05,-0.001216426,0.0590239,0.02263141,0.02174674,-0.07418083,0
6.21,-0.0007852527,-8.298684e-05,-0.0006835088,0.05783194,0.02263141,0.02174441,-0.07437174,0
6.22,-0.0008322479,-0.0001262266,-0.001216426,0.05602686,0.02263141,0.02174347,-0.07427312,0
6.23,-0.0008481417,-0.0001925091,-0.001216426,0.05402362,0.02263141,0.02174497,-0.07403967,0
6.24,-0.0008294714,-0.0002147801,-0.001482889,0.05400846,0.02263141,0.0217491,-0.07367755,0
6.25,-0.0007932759,-0.0001858687,0.0003823452,0.05554941,0.02263141,0.02175421,-0.0732862,0
6.26,-0.0007876941,-0.0001328856,0.0003823452,0.05739526,0.02263141,0.02175778,-0.0731284,0
6.27,-0.0007999699,-0.0001223608,-0.0006835088,0.05738983,0.02263141,0.02175731,-0.07329792,0
6.28,-0.0007694193,-0.0001405013,0.0006488077,0.05656592,0.02263141,0.02175438,-0.07361142,0
6.29,-0.0007600573,-0.0001040671,-0.0006835088,0.05770034,0.02263141,0.02175275,-0.073722,0
6.3,-0.0007557495,-9.133275e-05,-0.0004170388,0.05762282,0.02263141,0.02175165,-0.07369457,0
6.31,-0.0008021208,-8.952861e-05,0.001181737,0.05729684,0.02263141,0.02175114,-0.07375724,0
6.32,-0.0007593079,-0.0001529044,0.0003823452,0.05498333,0.02263141,0.02174963,-0.07380785,0
6.33,-0.0006752701,-0.0001028022,0.001714658,0.0570192,0.02263141,0.02175177,-0.0736777,0
6.34,-0.0006266942,9.71368e-06,-0.0001505762,0.06019796,0.02263141,0.02175496,-0.07336087,0
6.35,-0.0004990465,7.201965e-05,-0.0001505762,0.0608621,0.02263141,0.02175539,-0.07343867,0
